Stream_KM,Longitude,Latitude,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S,LON_V8_S,LON_V9_S,LON_V1_SW,LON_V2_SW,LON_V3_SW,LON_V4_SW,LON_V5_SW,LON_V6_SW,LON_V7_SW,LON_V8_SW,LON_V9_SW,LON_V1_W,LON_V2_W,LON_V3_W,LON_V4_W,LON_V5_W,LON_V6_W,LON_V7_W,LON_V8_W,LON_V9_W,LON_V1_NW,LON_V2_NW,LON_V3_NW,LON_V4_NW,LON_V5_NW,LON_V6_NW,LON_V7_NW,LON_V8_NW,LON_V9_NW
48.5,16.3254422286,47.2039525609,0,0,0,0,0,237,237,237,237,237,237,119,119,237,237,237,237,237,237,119,119,119,237,237,237,237,237,237,237,237,237,0,0,0,237,237,237,237,237,237,0,237,213,213,213,119,119,119,119,237,237,213,119,119,119,119,119,119,237,237,237,213,213,213,119,119,119,0,261,262,262,262,262,262,261,262,261,261,261,261,262,261,261,261,261,261,261,261,260,260,261,261,261,261,0,0,0,261,261,261,261,261,261,0,260,262,262,261,261,261,261,261,261,261,261,261,261,261,261,261,261,260,261,261,262,262,262,261,261,262,0,47.2040161775,47.2040479858,47.2040797941,47.2041116024,47.2041434106,47.2041752188,47.204207027,47.2042388352,47.2039525654,47.2039525699,47.2039525743,47.2039525787,47.2039525831,47.2039525875,47.2039525917,47.203952596,47.2039526002,47.2039207589,47.203888957,47.203857155,47.203825353,47.203793551,47.203761749,47.2037299469,47.2036981449,47.2036663428,0,0,0,47.2037726438,47.2037276646,47.2036826853,47.2036377061,47.2035927268,47.2035477476,0,47.2038889441,47.2038571357,47.2038253273,47.2037935189,47.2037617104,47.2037299019,47.2036980935,47.2036662849,47.2039525563,47.2039525517,47.2039525471,47.2039525424,47.2039525377,47.2039525329,47.2039525281,47.2039525233,47.2039525184,47.2039843628,47.2040161647,47.2040479665,47.2040797684,47.2041115702,47.204143372,47.2041751738,47.2042069756,47.2042387774,0,16.3255355583,16.3255822231,16.3256288881,16.3256755531,16.3257222181,16.3257688833,16.3258155484,16.3258622136,16.3255082292,16.3255742298,16.3256402304,16.325706231,16.3257722316,16.3258382322,16.3259042328,16.3259702334,16.326036234,16.3254889028,16.3255355769,16.3255822509,16.3256289249,16.3256755989,16.3257222727,16.3257689465,16.3258156203,16.325862294,0,0,0,16.3254422553,16.325442262,16.3254422687,16.3254422753,16.325442282,16.3254422887,0,16.3253488993,16.3253022347,16.3252555701,16.3252089056,16.3251622412,16.3251155768,16.3250689124,16.3250222482,16.3253762281,16.3253102275,16.3252442269,16.3251782263,16.3251122257,16.3250462251,16.3249802245,16.3249142239,16.3248482233,16.3253955544,16.3253488802,16.3253022059,16.3252555315,16.325208857,16.3251621826,16.325115508,16.3250688334,16.3250221588
48,16.3282216156,47.2005609704,0,0,0,0,213,213,213,213,213,119,119,119,119,213,213,213,213,213,213,119,119,119,0,0,0,0,0,0,0,237,237,0,237,237,237,195,195,195,195,195,237,237,237,237,195,195,195,195,195,0,237,237,237,237,119,119,119,119,0,0,0,237,237,237,237,237,237,260,261,260,260,260,260,260,260,260,260,260,261,260,260,259,260,260,260,0,0,0,0,0,0,0,259,258,0,260,261,261,261,261,260,260,260,260,261,261,260,261,261,261,261,261,0,260,261,260,260,260,260,260,260,0,0,0,260,260,260,260,260,261,47.2005927776,47.2006245848,47.200656392,47.2006881992,47.2007200063,47.2007518134,47.2007836205,47.2008154276,47.2008472347,47.2005609733,47.2005609762,47.200560979,47.2005609818,47.2005609846,47.2005609873,47.20056099,47.2005609927,47.2005609953,0,0,0,0,0,0,0,47.2003065452,47.2002747419,0,47.2004710118,47.2004260325,47.2003810532,47.200336074,47.2002910947,47.2002461154,47.2002011361,47.2001561568,47.2005291631,47.2004973558,47.2004655486,47.2004337413,47.2004019339,47.2003701266,47.2003383192,47.2003065119,47.2002747045,0,47.2005609644,47.2005609614,47.2005609583,47.2005609552,47.200560952,47.2005609488,47.2005609456,47.2005609423,0,0,0,47.2006881825,47.2007199855,47.2007517884,47.2007835914,47.2008153943,47.2008471972,16.328268279,16.3283149425,16.3283616061,16.3284082697,16.3284549334,16.3285015972,16.328548261,16.3285949248,16.3286415887,16.3282876119,16.3283536083,16.3284196047,16.3284856011,16.3285515975,16.3286175939,16.3286835902,16.3287495866,16.328815583,0,0,0,0,0,0,0,16.3285949701,16.3286416392,0,16.3282216242,16.3282216285,16.3282216328,16.3282216372,16.3282216415,16.3282216458,16.3282216501,16.3282216544,16.3281749521,16.3281282888,16.3280816255,16.3280349623,16.3279882991,16.3279416359,16.3278949729,16.3278483099,16.3278016469,0,16.3280896228,16.3280236264,16.32795763,16.3278916336,16.3278256373,16.3277596409,16.3276936445,16.3276276481,0,0,0,16.3280349369,16.3279882671,16.3279415973,16.3278949274,16.3278482574,16.3278015874
47.5,16.3301693321,47.1966025272,0,0,0,0,237,237,237,119,119,119,119,119,119,237,237,237,237,237,237,237,237,237,0,0,0,0,0,237,237,237,119,0,237,237,237,119,119,119,119,119,237,237,237,119,119,119,119,119,119,237,237,237,237,119,119,119,119,119,0,0,237,237,237,237,237,237,119,257,259,259,259,259,259,259,259,258,257,257,259,259,259,259,259,259,258,0,0,0,0,0,259,259,259,259,0,259,259,259,258,258,258,258,258,259,259,259,258,258,258,258,258,258,258,259,259,259,259,259,259,259,258,0,0,257,257,259,259,259,259,259,47.1966343336,47.1966661401,47.1966979465,47.1967297529,47.1967615593,47.1967933656,47.196825172,47.1968569783,47.1968887846,47.196602529,47.1966025307,47.1966025325,47.1966025342,47.1966025358,47.1966025374,47.196602539,47.1966025405,47.196602542,0,0,0,0,0,47.1964117035,47.1963798995,47.1963480955,47.1963162914,0,47.1965125686,47.1964675892,47.1964226099,47.1963776306,47.1963326513,47.196287672,47.1962426927,47.1961977134,47.1965707207,47.1965389142,47.1965071077,47.1964753012,47.1964434946,47.196411688,47.1963798815,47.1963480748,47.1963162682,47.1966025253,47.1966025235,47.1966025215,47.1966025196,47.1966025176,47.1966025156,47.1966025135,47.1966025114,47.1966025092,0,0,47.1966979388,47.1967297426,47.1967615464,47.1967933502,47.1968251539,47.1968569577,47.1968887614,16.3302159932,16.3302626544,16.3303093157,16.330355977,16.3304026384,16.3304492998,16.3304959613,16.3305426229,16.3305892845,16.3302353235,16.330301315,16.3303673065,16.330433298,16.3304992894,16.3305652809,16.3306312724,16.3306972639,16.3307632553,0,0,0,0,0,16.3304493205,16.3304959851,16.3305426496,16.330589314,0,16.3301693374,16.3301693401,16.3301693427,16.3301693454,16.3301693481,16.3301693508,16.3301693534,16.3301693561,16.330122671,16.3300760099,16.3300293489,16.329982688,16.3299360271,16.3298893663,16.3298427055,16.3297960448,16.3297493841,16.3301033406,16.3300373491,16.3299713576,16.3299053661,16.3298393747,16.3297733832,16.3297073917,16.3296414002,16.3295754088,0,0,16.3300293371,16.329982672,16.3299360068,16.3298893416,16.3298426763,16.329796011,16.3297493456
47,16.3344527937,47.1950493672,0,0,0,0,0,237,237,237,237,237,119,119,119,237,237,237,237,237,237,0,0,237,0,237,237,237,237,237,0,0,237,0,0,0,0,213,213,119,119,119,0,213,213,119,119,119,119,119,119,213,213,119,119,119,119,119,119,119,0,213,213,213,213,213,213,213,237,0,257,258,257,257,257,257,257,257,257,258,257,257,258,257,0,0,256,0,257,257,257,257,257,0,0,257,0,0,0,0,258,257,257,257,257,0,258,257,257,257,257,257,257,257,257,258,258,258,257,257,257,257,257,0,258,258,258,258,258,258,258,258,0,47.1951129766,47.1951447813,47.1951765859,47.1952083906,47.1952401952,47.1952719998,47.1953038044,47.1953356089,47.1950493665,47.1950493658,47.1950493651,47.1950493643,47.1950493635,47.1950493626,0,0,47.1950493598,0,47.1949857558,47.1949539501,47.1949221444,47.1948903387,47.194858533,0,0,47.1947631156,0,0,0,0,47.1948244705,47.1947794912,47.1947345119,47.1946895326,47.1946445532,0,47.1949857577,47.1949539529,47.1949221481,47.1948903433,47.1948585384,47.1948267336,47.1947949287,47.1947631238,47.1950493678,47.1950493684,47.1950493689,47.1950493694,47.1950493699,47.1950493703,47.1950493707,47.1950493711,47.1950493714,0,47.1951129784,47.195144784,47.1951765896,47.1952083951,47.1952402007,47.1952720062,47.1953038117,47.1953356171,0,16.3345461184,16.3345927809,16.3346394434,16.334686106,16.3347327686,16.3347794313,16.3348260941,16.3348727569,16.3345187832,16.3345847728,16.3346507623,16.3347167519,16.3347827414,16.334848731,0,0,16.3350466996,0,16.3345461155,16.3345927764,16.3346394372,16.3346860979,16.3347327586,0,0,16.3348727403,0,0,0,0,16.3344527889,16.334452788,16.334452787,16.3344527861,16.3344527851,0,16.3343594691,16.3343128069,16.3342661448,16.3342194827,16.3341728207,16.3341261587,16.3340794968,16.334032835,16.3343868041,16.3343208146,16.334254825,16.3341888355,16.3341228459,16.3340568564,16.3339908668,16.3339248773,16.3338588877,0,16.3343594716,16.3343128104,16.3342661493,16.334219488,16.3341728267,16.3341261654,16.334079504,16.3340328425
46.5,16.3376904625,47.1933310066,0,0,0,0,0,237,237,237,119,119,119,187,119,237,237,237,119,119,119,119,119,187,0,237,237,237,237,237,237,237,237,0,0,0,237,237,237,237,237,237,213,213,119,119,119,119,119,119,119,213,213,119,119,119,119,119,119,119,0,213,213,119,119,119,119,119,119,0,256,257,257,257,257,257,257,257,257,256,257,257,257,257,257,257,257,0,257,257,256,256,257,257,257,257,0,0,0,256,257,256,256,256,256,256,256,257,257,257,257,257,257,257,256,257,257,257,257,257,257,257,257,0,256,256,257,257,257,257,257,257,0,47.1933946134,47.1934264168,47.1934582201,47.1934900234,47.1935218268,47.1935536301,47.1935854333,47.1936172366,47.1933310041,47.1933310015,47.1933309989,47.1933309962,47.1933309936,47.1933309908,47.1933309881,47.1933309853,47.1933309825,0,47.1932673926,47.1932355856,47.1932037786,47.1931719715,47.1931401644,47.1931083573,47.1930765502,47.1930447431,0,0,0,47.1931510892,47.1931061099,47.1930611306,47.1930161512,47.1929711719,47.1929261925,47.1932992032,47.1932673997,47.1932355962,47.1932037928,47.1931719892,47.1931401857,47.1931083822,47.1930765786,47.193044775,47.1933310091,47.1933310115,47.1933310139,47.1933310163,47.1933310187,47.193331021,47.1933310232,47.1933310254,47.1933310276,0,47.1933946205,47.1934264274,47.1934582343,47.1934900412,47.1935218481,47.1935536549,47.1935854617,47.1936172685,0,16.3377837882,16.3378304511,16.337877114,16.337923777,16.3379704401,16.3380171032,16.3380637664,16.3381104296,16.33775645,16.3378224374,16.3378884248,16.3379544122,16.3380203997,16.3380863871,16.3381523745,16.3382183619,16.3382843493,0,16.3377837775,16.3378304349,16.3378770923,16.3379237496,16.3379704068,16.338017064,16.3380637212,16.3381103782,0,0,0,16.3376904478,16.3376904441,16.3376904405,16.3376904368,16.3376904331,16.3376904294,16.3376437998,16.3375971371,16.3375504745,16.337503812,16.3374571495,16.337410487,16.3373638246,16.3373171623,16.3372705,16.3376244751,16.3375584877,16.3374925003,16.3374265129,16.3373605254,16.337294538,16.3372285506,16.3371625632,16.3370965758,0,16.3375971473,16.3375504897,16.3375038319,16.3374571741,16.3374105163,16.3373638583,16.3373172004,16.3372705423
46,16.341144851,47.1903189503,0,0,0,0,242,242,242,242,119,119,119,136,136,0,0,242,242,242,242,187,191,191,0,0,242,242,242,242,242,242,101,242,242,101,101,101,101,187,187,119,242,242,101,101,101,187,119,119,119,0,0,242,242,242,242,101,101,101,0,242,242,242,242,242,242,242,242,252,254,255,256,255,255,255,255,255,0,0,252,253,253,254,255,255,255,0,0,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,0,253,252,252,252,253,253,254,255,47.1903507523,47.1903825543,47.1904143563,47.1904461583,47.1904779602,47.1905097622,47.1905415641,47.190573366,47.1906051678,0,0,47.1903189367,47.190318932,47.1903189274,47.1903189227,47.1903189179,47.1903189131,47.1903189083,0,0,47.1902235251,47.1901917166,47.1901599081,47.1901280996,47.1900962911,47.1900644826,47.190032674,47.190273971,47.1902289916,47.1901840122,47.1901390329,47.1900940535,47.1900490742,47.1900040948,47.1899591154,47.1899141361,47.1902871483,47.1902553462,47.1902235442,47.1901917421,47.1901599399,47.1901281378,47.1900963356,47.1900645335,47.1900327313,0,0,47.1903189637,47.190318968,47.1903189723,47.1903189766,47.1903189809,47.1903189851,47.1903189893,0,47.1903825671,47.1904143754,47.1904461837,47.190477992,47.1905098003,47.1905416086,47.1905734169,47.1906052251,16.3411915132,16.3412381755,16.3412848378,16.3413315002,16.3413781626,16.3414248251,16.3414714876,16.3415181502,16.3415648129,0,0,16.3413428021,16.3414087858,16.3414747695,16.3415407531,16.3416067368,16.3416727205,16.3417387042,0,0,16.3412848093,16.341331462,16.3413781145,16.3414247671,16.3414714196,16.341518072,16.3415647244,16.3411448444,16.3411448378,16.3411448312,16.3411448246,16.341144818,16.3411448114,16.3411448048,16.3411447982,16.3411447916,16.3410981889,16.3410515268,16.3410048647,16.3409582027,16.3409115408,16.3408648789,16.3408182171,16.3407715554,16.3407248937,0,0,16.3409469,16.3408809163,16.3408149326,16.3407489489,16.3406829652,16.3406169815,16.3405509978,0,16.3410515452,16.3410048922,16.3409582392,16.3409115861,16.3408649329,16.3408182797,16.3407716265,16.3407249731
45.5,16.3465545577,47.1882933066,0,0,0,0,242,242,242,242,119,119,119,119,119,242,242,242,242,242,242,242,119,119,0,0,242,242,242,0,0,242,242,0,242,242,101,101,187,119,119,119,242,242,101,101,101,119,119,119,119,242,242,101,101,101,101,101,101,101,0,0,242,242,242,242,242,242,0,251,254,254,254,254,254,254,254,254,251,254,254,254,254,254,254,254,254,0,0,253,252,251,0,0,252,254,0,252,254,254,254,254,254,254,254,253,254,254,254,254,254,254,254,254,254,255,254,254,254,254,254,254,254,0,0,254,254,254,254,254,252,0,47.1883251064,47.1883569062,47.188388706,47.1884205058,47.1884523055,47.1884841053,47.188515905,47.1885477047,47.1885795043,47.1882932989,47.1882932913,47.1882932836,47.1882932758,47.188293268,47.1882932602,47.1882932523,47.1882932444,47.1882932365,0,0,47.1881978747,47.188166064,47.1881342533,0,0,47.1880388211,47.1880070103,0,47.1882033478,47.1881583684,47.1881133891,47.1880684097,47.1880234303,47.1879784509,47.1879334716,47.1878884922,47.1882615067,47.1882297069,47.188197907,47.1881661071,47.1881343071,47.1881025072,47.1880707072,47.1880389073,47.1880071073,47.1882933142,47.1882933217,47.1882933292,47.1882933367,47.1882933442,47.1882933516,47.1882933589,47.1882933663,47.1882933736,0,0,47.1883887383,47.1884205488,47.1884523594,47.1884841699,47.1885159803,47.1885477908,0,16.3466012214,16.3466478851,16.3466945489,16.3467412127,16.3467878766,16.3468345405,16.3468812045,16.3469278686,16.3469745327,16.3466205389,16.3466865201,16.3467525012,16.3468184824,16.3468844636,16.3469504448,16.3470164259,16.3470824071,16.3471483883,0,0,16.346694501,16.3467411486,16.3467877962,0,0,16.3469277386,16.346974386,0,16.3465545354,16.3465545242,16.346554513,16.3465545019,16.3465544907,16.3465544795,16.3465544684,16.3465544572,16.3465078941,16.3464612305,16.3464145671,16.3463679036,16.3463212402,16.3462745769,16.3462279136,16.3461812504,16.3461345873,16.3464885765,16.3464225954,16.3463566142,16.346290633,16.3462246518,16.3461586707,16.3460926895,16.3460267083,16.3459607271,0,0,16.3464146139,16.3463679659,16.3463213178,16.3462746697,16.3462280215,16.3461813732,0
45,16.3518536206,47.1884991454,0,0,0,0,0,248,248,248,248,248,248,248,248,0,248,248,248,248,119,119,119,119,248,248,119,119,119,119,119,119,119,248,248,119,119,119,119,119,119,119,0,248,248,248,248,248,248,119,119,0,0,248,248,248,248,248,248,119,248,248,248,119,119,119,119,119,119,0,250,251,253,253,253,253,253,253,0,252,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,253,253,253,253,253,253,253,0,252,253,254,254,253,253,254,254,0,0,250,252,253,253,253,253,254,250,253,253,253,253,253,253,253,253,0,47.1885627407,47.1885945383,47.188626336,47.1886581335,47.1886899311,47.1887217287,47.1887535262,47.1887853237,0,47.188499124,47.1884991132,47.1884991024,47.1884990916,47.1884990807,47.1884990698,47.1884990589,47.1884990479,47.1884673326,47.1884355198,47.188403707,47.1883718942,47.1883400813,47.1883082685,47.1882764556,47.1882446427,47.1882128298,47.188454166,47.1884091866,47.1883642073,47.1883192279,47.1882742485,47.1882292692,47.1881842898,47.1881393104,47.188094331,0,47.18843555,47.1884037523,47.1883719545,47.1883401568,47.188308359,47.1882765612,47.1882447634,47.1882129655,0,0,47.1884991772,47.1884991878,47.1884991983,47.1884992087,47.1884992191,47.1884992295,47.1884992399,47.1885309581,47.1885627709,47.1885945836,47.1886263963,47.188658209,47.1886900216,47.1887218343,47.1887536469,47.1887854595,0,16.3519469547,16.3519936218,16.352040289,16.3520869562,16.3521336235,16.3521802909,16.3522269583,16.3522736257,0,16.3519855835,16.3520515649,16.3521175463,16.3521835278,16.3522495092,16.3523154906,16.3523814721,16.3524474535,16.3519002655,16.3519469102,16.3519935549,16.3520401996,16.3520868442,16.3521334887,16.3521801332,16.3522267777,16.352273422,16.351853605,16.3518535893,16.3518535737,16.3518535581,16.3518535424,16.3518535268,16.3518535111,16.3518534955,16.3518534798,0,16.3517602868,16.35171362,16.3516669532,16.3516202864,16.3515736198,16.3515269531,16.3514802866,16.3514336201,0,0,16.3516556764,16.3515896949,16.3515237135,16.3514577321,16.3513917506,16.3513257692,16.3512597878,16.3518069758,16.3517603308,16.3517136858,16.3516670408,16.3516203957,16.3515737505,16.3515271053,16.35148046,16.3514338147
44.5,16.3579333373,47.189855626,0,0,0,0,0,0,237,237,237,237,237,213,119,0,237,237,237,0,0,0,0,237,237,237,213,213,119,119,119,119,119,237,213,213,119,119,119,119,119,119,0,0,0,213,213,213,213,213,119,0,237,237,237,237,237,237,237,237,237,237,237,237,237,237,119,119,119,0,0,249,249,252,252,252,252,252,0,251,251,251,0,0,0,0,249,251,252,252,252,252,252,252,252,252,250,252,252,252,252,252,252,252,252,0,0,0,250,251,252,252,252,252,0,250,251,251,251,252,252,252,252,249,251,252,252,251,251,252,252,252,0,0,47.1899510115,47.1899828066,47.1900146017,47.1900463968,47.1900781919,47.190109987,47.190141782,0,47.1898555976,47.1898555833,47.189855569,0,0,0,0,47.189855497,47.1898238108,47.1897919955,47.1897601802,47.189728365,47.1896965496,47.1896647343,47.1896329189,47.1896011036,47.1895692882,47.1898106467,47.1897656673,47.1897206879,47.1896757086,47.1896307292,47.1895857498,47.1895407705,47.1894957911,47.1894508118,0,0,0,47.1897284451,47.1896966498,47.1896648545,47.1896330592,47.1896012639,47.1895694685,0,47.1898556543,47.1898556684,47.1898556824,47.1898556964,47.1898557103,47.1898557243,47.1898557381,47.189855752,47.1898874412,47.1899192564,47.1899510716,47.1899828868,47.1900147019,47.190046517,47.1900783322,47.1901101472,47.1901419623,0,0,16.358073353,16.358120025,16.358166697,16.3582133691,16.3582600413,16.3583067135,16.3583533858,0,16.3580653036,16.3581312867,16.3581972698,0,0,0,0,16.3585271853,16.3579799797,16.358026622,16.3580732643,16.3581199065,16.3581665487,16.3582131908,16.3582598328,16.3583064748,16.3583531167,16.3579333166,16.3579332958,16.357933275,16.3579332542,16.3579332334,16.3579332126,16.3579331919,16.3579331711,16.3579331503,0,0,0,16.3577466506,16.357699979,16.3576533076,16.3576066361,16.3575599647,16.3575132934,0,16.3578013711,16.357735388,16.3576694049,16.3576034218,16.3575374387,16.3574714556,16.3574054725,16.3573394894,16.3578866949,16.3578400524,16.3577934099,16.3577467673,16.3577001246,16.3576534819,16.3576068391,16.3575601963,16.3575135534
44,16.3631373484,47.1905498463,0,0,0,0,0,0,0,234,234,234,0,0,0,0,113,113,119,119,119,119,119,119,113,113,119,119,119,119,119,119,119,113,113,119,119,119,119,119,119,119,0,0,113,113,113,113,113,119,119,234,234,234,234,234,234,234,234,234,234,234,234,234,234,119,119,119,119,0,0,0,248,248,248,0,0,0,0,250,251,251,251,251,251,251,251,250,251,251,251,251,251,251,251,251,250,251,251,251,251,251,251,251,251,0,0,249,250,251,251,251,251,251,248,249,251,251,251,251,251,252,252,248,251,251,251,251,251,251,251,251,0,0,0,47.1906770185,47.1907088114,47.1907406044,0,0,0,0,47.1905498119,47.1905497947,47.1905497774,47.19054976,47.1905497427,47.1905497253,47.1905497078,47.1905496903,47.190518029,47.1904862116,47.1904543942,47.1904225768,47.1903907594,47.1903589419,47.1903271245,47.190295307,47.1902634895,47.190504867,47.1904598876,47.1904149083,47.1903699289,47.1903249496,47.1902799702,47.1902349909,47.1901900115,47.1901450321,0,0,47.190454467,47.1904226739,47.1903908808,47.1903590876,47.1903272944,47.1902955012,47.1902637079,47.1905498635,47.1905498806,47.1905498977,47.1905499147,47.1905499317,47.1905499486,47.1905499656,47.1905499824,47.1905499993,47.1905816637,47.190613481,47.1906452983,47.1906771156,47.1907089328,47.19074075,47.1907725673,47.1908043845,47.1908362016,0,0,0,16.3633240509,16.3633707267,16.3634174025,0,0,0,0,16.3632693164,16.3633353003,16.3634012843,16.3634672682,16.3635332522,16.3635992362,16.3636652201,16.3637312041,16.3631839883,16.3632306281,16.3632772679,16.3633239076,16.3633705472,16.3634171868,16.3634638264,16.3635104659,16.3635571053,16.3631373232,16.3631372981,16.3631372729,16.3631372477,16.3631372225,16.3631371973,16.3631371722,16.363137147,16.3631371218,0,0,16.3629973221,16.3629506468,16.3629039715,16.3628572963,16.3628106212,16.3627639461,16.3627172711,16.3630713645,16.3630053805,16.3629393965,16.3628734126,16.3628074286,16.3627414446,16.3626754607,16.3626094767,16.3625434927,16.3630907085,16.3630440685,16.3629974285,16.3629507884,16.3629041482,16.362857508,16.3628108677,16.3627642274,16.362717587
