Stream_KM,Longitude,Latitude,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S,LON_V8_S,LON_V9_S,LON_V1_SW,LON_V2_SW,LON_V3_SW,LON_V4_SW,LON_V5_SW,LON_V6_SW,LON_V7_SW,LON_V8_SW,LON_V9_SW,LON_V1_W,LON_V2_W,LON_V3_W,LON_V4_W,LON_V5_W,LON_V6_W,LON_V7_W,LON_V8_W,LON_V9_W,LON_V1_NW,LON_V2_NW,LON_V3_NW,LON_V4_NW,LON_V5_NW,LON_V6_NW,LON_V7_NW,LON_V8_NW,LON_V9_NW
54,16.2866522,47.232617,0,0,0,0,0,266,101,101,188,262,262,262,262,0,0,266,266,266,101,101,188,188,0,0,266,266,266,266,266,266,266,0,266,266,266,266,100,100,100,100,0,266,266,266,266,266,266,266,266,0,0,0,266,266,266,266,266,266,0,0,266,266,266,266,266,101,101,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,0,47.23268065,47.23271247,47.23274429,47.23277612,47.23280794,47.23283977,47.23287159,47.23290341,0,0,47.23261708,47.23261711,47.23261713,47.23261716,47.23261719,47.23261721,47.23261724,0,0,47.23252164,47.23248985,47.23245807,47.23242628,47.2323945,47.23236271,47.23233092,0,47.23252704,47.23248206,47.23243708,47.2323921,47.23234712,47.23230214,47.23225717,47.23221219,0,47.23255335,47.23252153,47.2324897,47.23245788,47.23242605,47.23239423,47.23236241,47.23233058,0,0,0,47.23261689,47.23261686,47.23261684,47.23261681,47.23261678,47.23261675,0,0,47.23271236,47.23274414,47.23277593,47.23280771,47.2328395,47.23287128,47.23290307,0,16.28674553,16.2867922,16.28683887,16.28688554,16.2869322,16.28697887,16.28702554,16.2870722,0,0,16.28685031,16.28691635,16.28698238,16.28704842,16.28711445,16.28718049,16.28724653,0,0,16.28679237,16.28683909,16.28688581,16.28693254,16.28697926,16.28702598,16.2870727,0,16.28665228,16.28665232,16.28665236,16.2866524,16.28665244,16.28665248,16.28665252,16.28665256,0,16.28655887,16.2865122,16.28646554,16.28641887,16.2863722,16.28632554,16.28627887,16.2862322,0,0,0,16.28638806,16.28632202,16.28625598,16.28618995,16.28612391,16.28605788,0,0,16.28651203,16.28646531,16.28641859,16.28637187,16.28632514,16.28627842,16.2862317
53.5,16.29037666,47.22927459,0,0,0,0,0,247,247,247,247,187,187,119,119,0,247,247,247,187,187,119,119,119,0,0,0,247,247,247,247,187,187,0,0,247,247,247,247,247,247,247,0,247,247,247,247,100,100,100,100,0,247,247,247,247,247,100,100,100,0,247,247,247,247,247,247,247,247,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,0,47.22933823,47.22937005,47.22940188,47.2294337,47.22946552,47.22949734,47.22952916,47.22956099,0,47.22927464,47.22927466,47.22927468,47.22927471,47.22927473,47.22927476,47.22927478,47.22927481,0,0,0,47.22914744,47.22911565,47.22908386,47.22905207,47.22902029,47.2289885,0,0,47.22913965,47.22909467,47.22904969,47.22900471,47.22895973,47.22891475,47.22886977,0,47.22921094,47.22917912,47.2291473,47.22911547,47.22908365,47.22905183,47.22902001,47.22898818,0,47.22927454,47.22927451,47.22927449,47.22927446,47.22927444,47.22927441,47.22927439,47.22927436,0,47.22933816,47.22936995,47.22940174,47.22943352,47.22946531,47.2294971,47.22952888,47.22956067,0,16.29047,16.29051666,16.29056333,16.29061,16.29065666,16.29070333,16.29074999,16.29079666,0,16.29050873,16.29057476,16.29064079,16.29070682,16.29077286,16.29083889,16.29090492,16.29097095,0,0,0,16.29056353,16.29061025,16.29065697,16.29070369,16.2907504,16.29079712,0,0,16.29037677,16.29037681,16.29037685,16.29037688,16.29037692,16.29037696,16.29037699,0,16.29028333,16.29023667,16.29019,16.29014334,16.29009667,16.29005,16.29000334,16.28995667,0,16.2902446,16.29017857,16.29011254,16.2900465,16.28998047,16.28991444,16.28984841,16.28978238,0,16.29028323,16.29023651,16.29018979,16.29014308,16.29009636,16.29004964,16.29000292,16.28995621
53,16.29273832,47.22687292,0,0,0,0,0,133,133,187,119,119,119,119,119,0,133,213,213,187,119,119,119,119,0,0,0,0,0,0,0,0,0,0,218,218,218,218,213,213,213,218,133,133,187,187,218,218,213,213,213,0,133,247,247,0,0,0,0,247,0,0,0,247,247,187,119,119,119,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,270.5,0,47.22693657,47.22696839,47.22700021,47.22703203,47.22706385,47.22709567,47.2271275,47.22715932,0,47.22687297,47.22687299,47.22687302,47.22687304,47.22687306,47.22687309,47.22687311,47.22687313,0,0,0,0,0,0,0,0,0,0,47.22678297,47.22673799,47.22669301,47.22664803,47.22660305,47.22655807,47.22651309,47.22646811,47.2268411,47.22680928,47.22677746,47.22674564,47.22671382,47.22668199,47.22665017,47.22661835,47.22658653,0,47.22687288,47.22687285,47.22687283,0,0,0,0,47.22687271,0,0,0,47.22700008,47.22703187,47.22706365,47.22709544,47.22712723,47.22715902,0,16.29283165,16.29287832,16.29292498,16.29297165,16.29301831,16.29306498,16.29311165,16.29315831,0,16.29287038,16.29293641,16.29300244,16.29306847,16.2931345,16.29320053,16.29326655,16.29333258,0,0,0,0,0,0,0,0,0,0,16.29273839,16.29273843,16.29273846,16.29273849,16.29273853,16.29273856,16.2927386,16.29273863,16.29269166,16.29264499,16.29259833,16.29255166,16.292505,16.29245833,16.29241167,16.292365,16.29231834,0,16.29260626,16.29254024,16.29247421,0,0,0,0,16.29214406,0,0,0,16.29255147,16.29250475,16.29245804,16.29241132,16.29236461,16.2923179
52.5,16.2972055,47.22506193,0,0,0,0,0,213,119,119,119,119,119,119,119,0,0,213,187,119,119,119,119,119,0,0,0,213,213,187,119,119,119,264,264,0,0,0,0,0,0,0,0,264,264,264,264,264,264,264,264,0,0,0,261,261,261,0,0,0,0,261,261,213,213,213,213,213,213,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,0,47.22512557,47.22515739,47.22518921,47.22522103,47.22525285,47.22528466,47.22531648,47.2253483,0,0,47.22506199,47.22506201,47.22506203,47.22506205,47.22506207,47.22506209,47.22506211,0,0,0,47.22493477,47.22490298,47.22487119,47.22483939,47.2248076,47.22477581,47.22501695,47.22497197,0,0,0,0,0,0,0,0,47.22499829,47.22496647,47.22493465,47.22490283,47.22487101,47.22483919,47.22480737,47.22477555,0,0,0,47.22506184,47.22506182,47.2250618,0,0,0,0,47.22512551,47.2251573,47.22518909,47.22522088,47.22525267,47.22528446,47.22531625,47.22534804,0,16.29729884,16.2973455,16.29739217,16.29743883,16.2974855,16.29753217,16.29757884,16.2976255,0,0,16.29740358,16.29746961,16.29753564,16.29760166,16.29766769,16.29773372,16.29779974,0,0,0,16.29739234,16.29743905,16.29748576,16.29753247,16.29757918,16.29762589,16.29720553,16.29720556,0,0,0,0,0,0,0,0,16.29711217,16.2970655,16.29701884,16.29697217,16.29692551,16.29687884,16.29683217,16.29678551,0,0,0,16.2969414,16.29687537,16.29680934,0,0,0,0,16.29711208,16.29706537,16.29701866,16.29697195,16.29692524,16.29687853,16.29683182,16.29678511
52,16.3012881,47.22228105,0,0,0,0,261,261,261,187,119,119,119,119,119,0,261,261,187,119,119,119,119,119,0,0,261,261,261,187,187,119,119,0,0,261,261,0,261,261,261,261,261,261,101,101,101,101,101,101,101,0,261,261,101,101,101,101,101,101,0,0,0,0,0,261,261,261,261,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,47.22231287,47.22234468,47.2223765,47.22240832,47.22244014,47.22247196,47.22250377,47.22253559,47.22256741,0,47.22228108,47.2222811,47.22228112,47.22228114,47.22228116,47.22228118,47.22228119,47.22228121,0,0,47.22218567,47.22215388,47.22212209,47.2220903,47.2220585,47.22202671,47.22199492,0,0,47.22214611,47.22210113,0,47.22201117,47.22196619,47.22192121,47.22187624,47.22224923,47.22221741,47.22218559,47.22215378,47.22212196,47.22209014,47.22205832,47.2220265,47.22199468,0,47.22228101,47.22228099,47.22228097,47.22228095,47.22228094,47.22228092,47.2222809,47.22228088,0,0,0,0,0,47.2224718,47.22250359,47.22253538,47.22256717,16.30133477,16.30138144,16.3014281,16.30147477,16.30152144,16.3015681,16.30161477,16.30166144,16.3017081,0,16.30142015,16.30148617,16.3015522,16.30161822,16.30168424,16.30175027,16.30181629,16.30188231,0,0,16.30142822,16.30147492,16.30152163,16.30156833,16.30161504,16.30166174,16.30170844,0,0,16.30128819,16.30128821,0,16.30128827,16.30128829,16.30128832,16.30128835,16.30124144,16.30119477,16.30114811,16.30110144,16.30105477,16.30100811,16.30096144,16.30091478,16.30086811,0,16.30115606,16.30109003,16.30102401,16.30095799,16.30089196,16.30082594,16.30075992,16.30069389,0,0,0,0,0,16.30100788,16.30096117,16.30091447,16.30086776
51.5,16.30288295,47.21814561,0,0,0,0,0,261,261,261,261,187,119,119,119,261,261,261,261,187,119,119,119,119,0,261,261,261,261,261,261,261,261,0,0,0,261,261,261,261,261,187,0,261,261,187,152,152,152,152,152,0,261,261,187,152,152,152,152,152,0,261,261,261,261,187,187,213,213,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,0,47.21820925,47.21824107,47.21827288,47.2183047,47.21833652,47.21836834,47.21840015,47.21843197,47.21814563,47.21814565,47.21814567,47.21814568,47.2181457,47.21814572,47.21814574,47.21814575,47.21814577,0,47.21808203,47.21805024,47.21801844,47.21798665,47.21795486,47.21792306,47.21789127,47.21785948,0,0,0,47.2179657,47.21792072,47.21787574,47.21783076,47.21778578,47.2177408,0,47.21808198,47.21805016,47.21801834,47.21798653,47.21795471,47.21792289,47.21789107,47.21785926,0,47.21814558,47.21814556,47.21814554,47.21814553,47.21814551,47.21814549,47.21814547,47.21814545,0,47.2182092,47.21824099,47.21827278,47.21830458,47.21833637,47.21836816,47.21839995,47.21843175,0,16.30297628,16.30302294,16.30306961,16.30311627,16.30316294,16.3032096,16.30325626,16.30330293,16.30294897,16.30301499,16.30308101,16.30314703,16.30321304,16.30327906,16.30334508,16.3034111,16.30347712,0,16.30297635,16.30302305,16.30306975,16.30311645,16.30316315,16.30320985,16.30325655,16.30330325,0,0,0,16.30288306,16.30288308,16.30288311,16.30288313,16.30288316,16.30288318,0,16.30278963,16.30274296,16.3026963,16.30264963,16.30260297,16.30255631,16.30250964,16.30246298,0,16.30275092,16.3026849,16.30261888,16.30255286,16.30248684,16.30242083,16.30235481,16.30228879,0,16.30278955,16.30274285,16.30269615,16.30264945,16.30260275,16.30255605,16.30250935,16.30246265
51,16.30780484,47.21626189,0,0,0,0,0,213,213,119,119,119,119,119,119,0,0,261,261,213,213,187,187,187,0,0,0,261,261,261,261,261,213,0,261,213,213,213,213,119,119,119,0,261,119,119,119,119,119,119,119,0,0,0,0,261,261,261,119,119,0,261,261,261,213,187,119,119,119,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,0,47.21632552,47.21635733,47.21638915,47.21642096,47.21645278,47.21648459,47.21651641,47.21654822,0,0,47.21626193,47.21626194,47.21626196,47.21626197,47.21626199,47.216262,47.21626202,0,0,0,47.21613471,47.21610291,47.21607112,47.21603932,47.21600753,47.21597573,0,47.21617193,47.21612695,47.21608197,47.21603699,47.21599201,47.21594703,47.21590205,47.21585707,0,47.21619825,47.21616644,47.21613462,47.21610281,47.21607099,47.21603918,47.21600736,47.21597555,0,0,0,0,47.21626181,47.2162618,47.21626178,47.21626177,47.21626175,0,47.21632547,47.21635727,47.21638906,47.21642086,47.21645265,47.21648445,47.21651624,47.21654804,0,16.30789817,16.30794484,16.3079915,16.30803817,16.30808483,16.3081315,16.30817816,16.30822483,0,0,16.30800289,16.3080689,16.30813492,16.30820094,16.30826695,16.30833297,16.30839898,0,0,0,16.30799162,16.30803832,16.30808501,16.30813171,16.3081784,16.3082251,0,16.30780488,16.3078049,16.30780493,16.30780495,16.30780497,16.30780499,16.30780501,16.30780503,0,16.30771151,16.30766485,16.30761818,16.30757152,16.30752485,16.30747819,16.30743152,16.30738486,0,0,0,0,16.30747476,16.30740875,16.30734273,16.30727671,16.3072107,0,16.30771145,16.30766475,16.30761806,16.30757136,16.30752467,16.30747797,16.30743127,16.30738458
50.5,16.31148624,47.21545433,0,0,0,0,0,261,187,257,187,187,187,119,119,0,261,261,187,187,119,119,119,119,0,0,0,0,0,261,261,187,119,0,261,261,213,213,213,213,261,261,0,261,261,261,261,261,261,261,261,0,0,0,0,0,0,0,261,261,0,261,261,187,257,257,119,119,119,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,0,47.21551796,47.21554977,47.21558159,47.2156134,47.21564521,47.21567703,47.21570884,47.21574065,0,47.21545435,47.21545437,47.21545438,47.21545439,47.2154544,47.21545442,47.21545443,47.21545444,0,0,0,0,0,47.21526355,47.21523176,47.21519996,47.21516816,0,47.21536437,47.21531939,47.21527441,47.21522943,47.21518445,47.21513948,47.2150945,47.21504952,0,47.2153907,47.21535889,47.21532707,47.21529526,47.21526345,47.21523163,47.21519982,47.215168,0,0,0,0,0,0,0,47.21545423,47.21545421,0,47.21551792,47.21554972,47.21558151,47.21561331,47.21564511,47.2156769,47.2157087,47.21574049,0,16.31157958,16.31162624,16.31167291,16.31171958,16.31176624,16.31181291,16.31185958,16.31190624,0,16.31161827,16.31168429,16.3117503,16.31181632,16.31188233,16.31194835,16.31201436,16.31208038,0,0,0,0,0,16.3117664,16.31181309,16.31185978,16.31190648,0,16.31148628,16.3114863,16.31148632,16.31148634,16.31148635,16.31148637,16.31148639,16.31148641,0,16.31139291,16.31134624,16.31129958,16.31125291,16.31120625,16.31115958,16.31111291,16.31106625,0,0,0,0,0,0,0,16.31095812,16.31089211,0,16.31139286,16.31134617,16.31129947,16.31125278,16.31120609,16.31115939,16.3111127,16.31106601
50,16.31477369,47.21247554,0,0,0,0,0,261,187,119,119,119,119,119,119,0,261,261,187,119,119,119,119,119,0,0,0,0,261,261,261,261,261,0,0,261,261,261,261,0,0,0,261,261,261,261,213,261,261,187,119,0,261,261,261,261,213,261,261,187,0,0,261,261,261,261,261,261,261,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,0,47.21253916,47.21257097,47.21260279,47.2126346,47.21266641,47.21269822,47.21273004,47.21276185,0,47.21247556,47.21247557,47.21247558,47.21247559,47.2124756,47.21247561,47.21247562,47.21247563,0,0,0,0,47.21231655,47.21228475,47.21225295,47.21222116,47.21218936,0,0,47.2123406,47.21229562,47.21225064,47.21220566,0,0,0,47.21244372,47.21241191,47.2123801,47.21234829,47.21231647,47.21228466,47.21225285,47.21222103,47.21218922,0,47.21247551,47.2124755,47.21247549,47.21247548,47.21247547,47.21247546,47.21247545,47.21247544,0,0,47.21257093,47.21260273,47.21263452,47.21266632,47.21269812,47.21272992,47.21276171,0,16.31486702,16.31491369,16.31496035,16.31500702,16.31505368,16.31510035,16.31514702,16.31519368,0,16.31490571,16.31497172,16.31503773,16.31510374,16.31516975,16.31523577,16.31530178,16.31536779,0,0,0,0,16.31500713,16.31505381,16.3151005,16.31514719,16.31519388,0,0,16.31477373,16.31477375,16.31477377,16.31477378,0,0,0,16.31472702,16.31468036,16.31463369,16.31458702,16.31454036,16.31449369,16.31444703,16.31440036,16.3143537,0,16.31464167,16.31457565,16.31450964,16.31444363,16.31437762,16.31431161,16.3142456,16.31417959,0,0,16.31463362,16.31458694,16.31454025,16.31449356,16.31444687,16.31440018,16.31435349
49.5,16.31873339,47.20963674,0,0,0,0,237,237,237,237,237,237,237,187,119,0,0,0,0,0,0,237,237,187,0,248,248,248,248,248,248,248,248,248,213,213,213,119,119,119,119,119,248,248,213,213,119,119,119,119,119,0,248,248,187,187,119,119,119,119,0,0,248,248,248,248,248,248,248,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,47.20966855,47.20970036,47.20973217,47.20976398,47.20979579,47.2098276,47.20985941,47.20989123,47.20992304,0,0,0,0,0,0,47.2096368,47.2096368,47.20963681,0,47.20957314,47.20954134,47.20950954,47.20947774,47.20944594,47.20941414,47.20938234,47.20935054,47.20959176,47.20954678,47.2095018,47.20945682,47.20941184,47.20936686,47.20932188,47.2092769,47.20923192,47.20960493,47.20957312,47.2095413,47.20950949,47.20947768,47.20944587,47.20941406,47.20938225,47.20935044,0,47.20963672,47.20963671,47.2096367,47.20963669,47.20963669,47.20963668,47.20963667,47.20963666,0,0,47.20973213,47.20976393,47.20979573,47.20982753,47.20985933,47.20989113,47.20992293,16.31878006,16.31882672,16.31887339,16.31892006,16.31896672,16.31901339,16.31906005,16.31910672,16.31915339,0,0,0,0,0,0,16.31919545,16.31926145,16.31932746,0,16.31882676,16.31887344,16.31892012,16.31896681,16.31901349,16.31906017,16.31910686,16.31915354,16.3187334,16.31873342,16.31873343,16.31873344,16.31873345,16.31873347,16.31873348,16.31873349,16.3187335,16.31868673,16.31864006,16.3185934,16.31854673,16.31850006,16.3184534,16.31840673,16.31836007,16.3183134,0,16.31860138,16.31853537,16.31846936,16.31840335,16.31833735,16.31827134,16.31820533,16.31813932,0,0,16.31859334,16.31854666,16.31849998,16.31845329,16.31840661,16.31835992,16.31831324
49,16.32185484,47.20722264,0,0,0,0,0,237,237,213,213,119,119,119,119,0,0,237,237,237,213,119,119,101,0,237,237,237,0,0,0,237,237,237,237,237,237,237,237,237,213,213,0,237,237,237,213,213,213,119,119,0,0,0,0,237,0,0,0,237,0,237,237,237,237,237,237,0,0,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,0,47.20728626,47.20731807,47.20734988,47.20738169,47.2074135,47.20744531,47.20747712,47.20750893,0,0,47.20722266,47.20722266,47.20722267,47.20722268,47.20722268,47.20722269,47.2072227,0,47.20715904,47.20712724,47.20709544,0,0,0,47.20696823,47.20693643,47.20717766,47.20713268,47.2070877,47.20704272,47.20699774,47.20695276,47.20690778,47.2068628,47.20681783,0,47.20715902,47.20712721,47.2070954,47.20706359,47.20703178,47.20699997,47.20696816,47.20693635,0,0,0,0,47.2072226,0,0,0,47.20722258,0,47.20728624,47.20731804,47.20734984,47.20738164,47.20741344,47.20744524,0,0,0,16.32194817,16.32199484,16.3220415,16.32208817,16.32213483,16.3221815,16.32222817,16.32227483,0,0,16.32205285,16.32211886,16.32218486,16.32225087,16.32231687,16.32238288,16.32244888,0,16.3219482,16.32199488,16.32204156,0,0,0,16.32222827,16.32227495,16.32185485,16.32185486,16.32185487,16.32185488,16.32185489,16.3218549,16.32185491,16.32185492,16.32185493,0,16.32176151,16.32171484,16.32166818,16.32162151,16.32157485,16.32152818,16.32148152,16.32143485,0,0,0,0,16.32152482,0,0,0,16.3212608,0,16.32176148,16.3217148,16.32166812,16.32162144,16.32157476,16.32152808,0,0
48.5,16.32544223,47.20395256,0,0,0,0,0,237,237,237,237,237,237,119,119,237,237,237,237,237,237,119,119,119,237,237,237,237,237,237,237,237,237,0,0,0,237,237,237,237,237,237,0,237,213,213,213,119,119,119,119,237,237,213,119,119,119,119,119,119,237,237,237,213,213,213,119,119,119,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,0,47.20401618,47.20404799,47.20407979,47.2041116,47.20414341,47.20417522,47.20420703,47.20423884,47.20395257,47.20395257,47.20395257,47.20395258,47.20395258,47.20395259,47.20395259,47.2039526,47.2039526,47.20392076,47.20388896,47.20385716,47.20382535,47.20379355,47.20376175,47.20372995,47.20369814,47.20366634,0,0,0,47.20377264,47.20372766,47.20368269,47.20363771,47.20359273,47.20354775,0,47.20388894,47.20385714,47.20382533,47.20379352,47.20376171,47.2037299,47.20369809,47.20366628,47.20395256,47.20395255,47.20395255,47.20395254,47.20395254,47.20395253,47.20395253,47.20395252,47.20395252,47.20398436,47.20401616,47.20404797,47.20407977,47.20411157,47.20414337,47.20417517,47.20420698,47.20423878,0,16.32553556,16.32558222,16.32562889,16.32567555,16.32572222,16.32576888,16.32581555,16.32586221,16.32550823,16.32557423,16.32564023,16.32570623,16.32577223,16.32583823,16.32590423,16.32597023,16.32603623,16.3254889,16.32553558,16.32558225,16.32562892,16.3256756,16.32572227,16.32576895,16.32581562,16.32586229,0,0,0,16.32544226,16.32544226,16.32544227,16.32544228,16.32544228,16.32544229,0,16.3253489,16.32530223,16.32525557,16.32520891,16.32516224,16.32511558,16.32506891,16.32502225,16.32537623,16.32531023,16.32524423,16.32517823,16.32511223,16.32504623,16.32498022,16.32491422,16.32484822,16.32539555,16.32534888,16.32530221,16.32525553,16.32520886,16.32516218,16.32511551,16.32506883,16.32502216
